epoch,train_loss,train_acc,val_loss,val_acc,val_value6_acc
1,0.6671662316376227,0.7294539464599239,0.5968983479183059,0.7533095921494082,0.7440173029899597
2,0.6134268136082891,0.7506534690576236,0.5736032087768087,0.7653386145728992,0.7407501935958862
3,0.5949376936832843,0.7576640823814879,0.579703001539398,0.7614138007609115,0.7593346834182739
4,0.5806499595521307,0.7634047464046873,0.57697373073237,0.7647021580373683,0.7567888498306274
5,0.55688565667158,0.7724891992661419,0.5742208205633882,0.7650840318656178,0.7489816546440125
